70, Female, Meghalaya, 6857177368, 160.65 cm, 65.18 kg
70, Female, Telangana, 9838614521, 169.03 cm, 70.92 kg
63, Male, Bihar, 6716787266, 144.34 cm, 74.08 kg
83, Female, Nagaland, 7575133548, 171.76 cm, 73.99 kg
96, Female, Gujarat, 9146434555, 138.19 cm, 67.15 kg
70, Female, Madhya Pradesh, 9463322821, 164.69 cm, 71.85 kg
30, Male, Arunachal Pradesh, 6861533275, 159.69 cm, 61.99 kg
33, Female, West Bengal, 8543365122, 147.16 cm, 78.21 kg
80, Female, Tamil Nadu, 9172816486, 165.88 cm, 71.18 kg
36, Female, Mizoram, 7237677758, 165.53 cm, 73.44 kg
28, Male, Goa, 8281347268, 152.98 cm, 74.97 kg
12, Female, Sikkim, 6422182862, 183.75 cm, 68.79 kg
80, Female, Telangana, 6684378348, 166.0 cm, 72.21 kg
99, Female, Uttarakhand, 7751544836, 174.17 cm, 69.08 kg
32, Male, Odisha, 8181157668, 154.99 cm, 75.32 kg
92, Male, Gujarat, 9363515166, 152.49 cm, 66.55 kg
10, Female, Odisha, 8128433626, 136.07 cm, 65.14 kg
28, Female, Assam, 7142681128, 161.79 cm, 63.81 kg
38, Male, Gujarat, 6132561152, 152.11 cm, 69.5 kg
78, Male, Bihar, 6231368571, 165.49 cm, 64.63 kg
80, Male, Uttarakhand, 8145773764, 169.29 cm, 67.72 kg
23, Male, Gujarat, 9733655637, 170.15 cm, 68.71 kg
86, Female, Jharkhand, 6552437818, 157.36 cm, 68.68 kg
55, Female, Rajasthan, 9686844382, 172.93 cm, 73.75 kg
9, Female, Kerala, 6483564876, 147.93 cm, 74.22 kg
1, Male, Karnataka, 6165828553, 154.84 cm, 75.23 kg
71, Male, Haryana, 6151788412, 158.71 cm, 73.42 kg
71, Female, Mizoram, 9217654131, 130.24 cm, 74.4 kg
45, Female, Mizoram, 7674481846, 171.7 cm, 77.22 kg
48, Male, Odisha, 9628534623, 161.37 cm, 70.2 kg
50, Male, Andhra Pradesh, 8867868848, 161.93 cm, 67.56 kg
18, Male, Assam, 6682357717, 154.19 cm, 69.56 kg
72, Male, Uttar Pradesh, 9627345113, 171.81 cm, 68.56 kg
12, Female, Uttarakhand, 8642847887, 166.81 cm, 62.68 kg
88, Male, Punjab, 9611566753, 168.75 cm, 72.74 kg
7, Male, Kerala, 6846658243, 167.73 cm, 75.19 kg
18, Female, Tripura, 8133833377, 164.11 cm, 77.4 kg
91, Male, Punjab, 6336412823, 154.95 cm, 75.8 kg
19, Male, Telangana, 6418631438, 164.32 cm, 69.5 kg
4, Female, Tripura, 7421778383, 156.3 cm, 79.24 kg
60, Male, Haryana, 6445868354, 168.47 cm, 70.01 kg
6, Female, Jharkhand, 7833546818, 169.26 cm, 59.75 kg
20, Male, Telangana, 7845317423, 179.28 cm, 82.96 kg
15, Male, Arunachal Pradesh, 6348213218, 159.03 cm, 71.56 kg
39, Male, Tripura, 6156367474, 179.88 cm, 73.79 kg
88, Female, Chhattisgarh, 6373432366, 165.9 cm, 61.37 kg
46, Male, Maharashtra, 6358145581, 154.3 cm, 68.86 kg
95, Female, Himachal Pradesh, 6458684157, 164.61 cm, 66.66 kg
81, Male, West Bengal, 6734758427, 158.54 cm, 64.07 kg
47, Female, Odisha, 7375885888, 154.56 cm, 63.08 kg
19, Female, Goa, 8866566323, 183.32 cm, 77.46 kg
90, Female, Uttar Pradesh, 8382448782, 178.72 cm, 82.39 kg
13, Male, Meghalaya, 6778881332, 173.32 cm, 63.8 kg
8, Female, Nagaland, 7566845443, 149.22 cm, 65.88 kg
29, Male, Assam, 8412528151, 170.27 cm, 73.05 kg
5, Female, Manipur, 9871627448, 176.46 cm, 76.86 kg
94, Male, Odisha, 6225562616, 166.35 cm, 65.79 kg
66, Female, Maharashtra, 7445738352, 170.39 cm, 76.28 kg
34, Female, Uttarakhand, 8347425682, 169.17 cm, 65.61 kg
24, Female, Goa, 9488542381, 151.99 cm, 63.77 kg
41, Male, Sikkim, 9688143585, 172.04 cm, 83.37 kg
42, Male, Manipur, 6885661757, 162.43 cm, 66.32 kg
22, Female, Manipur, 8826782255, 168.53 cm, 65.83 kg
1, Female, Chhattisgarh, 8551545415, 169.36 cm, 75.85 kg
49, Female, Rajasthan, 8717584244, 164.67 cm, 75.43 kg
86, Female, Tripura, 8551584728, 168.22 cm, 66.57 kg
27, Female, Assam, 6527877814, 148.02 cm, 73.86 kg
60, Male, Mizoram, 9761682268, 142.89 cm, 74.6 kg
69, Male, Mizoram, 6634566217, 177.46 cm, 61.51 kg
39, Male, Uttarakhand, 8587585237, 142.71 cm, 72.82 kg
70, Female, Odisha, 9718356241, 146.14 cm, 68.26 kg
4, Male, Manipur, 7574673545, 160.11 cm, 72.26 kg
79, Male, Punjab, 9666872761, 157.35 cm, 71.33 kg
40, Female, Gujarat, 7243688424, 180.76 cm, 67.48 kg
48, Female, Nagaland, 9747183518, 163.89 cm, 73.4 kg
31, Female, Rajasthan, 9615578417, 174.3 cm, 71.32 kg
72, Male, Bihar, 8726313771, 156.61 cm, 83.18 kg
6, Male, Arunachal Pradesh, 7224821674, 174.47 cm, 76.21 kg
38, Female, Kerala, 8845638561, 152.35 cm, 74.14 kg
69, Female, Meghalaya, 9312324386, 152.58 cm, 69.08 kg
36, Female, Andhra Pradesh, 9153661484, 146.68 cm, 76.15 kg
67, Female, Nagaland, 8182483287, 166.43 cm, 75.02 kg
12, Male, Andhra Pradesh, 7534335234, 161.69 cm, 65.26 kg
51, Male, Himachal Pradesh, 9278141835, 153.48 cm, 79.18 kg
68, Female, Andhra Pradesh, 9874871577, 164.05 cm, 68.13 kg
57, Male, Kerala, 6411715518, 154.81 cm, 62.68 kg
65, Male, Punjab, 6341266363, 151.36 cm, 69.54 kg
75, Female, Tripura, 7457477151, 163.67 cm, 71.57 kg
91, Female, Rajasthan, 9676584734, 153.6 cm, 66.98 kg
23, Female, West Bengal, 7328313582, 146.68 cm, 68.8 kg
61, Female, Bihar, 8137144682, 153.52 cm, 66.72 kg
90, Female, Manipur, 9344316827, 155.67 cm, 80.63 kg
11, Female, Chhattisgarh, 9813411248, 150.53 cm, 66.62 kg
21, Male, Nagaland, 8158688557, 175.13 cm, 74.43 kg
28, Female, Assam, 8787257823, 171.16 cm, 62.92 kg
48, Female, Uttar Pradesh, 8761534428, 153.31 cm, 86.38 kg
35, Female, Kerala, 7817286426, 165.53 cm, 71.77 kg
84, Male, Gujarat, 9554766847, 149.57 cm, 70.71 kg
26, Male, Goa, 9544118738, 147.83 cm, 69.95 kg
3, Female, Mizoram, 8172224471, 151.62 cm, 80.6 kg
3, Male, Odisha, 6113626364, 157.61 cm, 60.22 kg
37, Female, Tripura, 9547144342, 149.83 cm, 67.68 kg
34, Male, Odisha, 9231883352, 156.87 cm, 72.74 kg
41, Female, West Bengal, 8554136117, 160.39 cm, 76.38 kg
36, Male, Uttar Pradesh, 7384581461, 164.42 cm, 77.23 kg
45, Female, Tripura, 7622188736, 163.86 cm, 68.91 kg
85, Male, Tripura, 8656158778, 177.4 cm, 73.0 kg
43, Female, Jharkhand, 8476837287, 179.78 cm, 73.59 kg
34, Male, Bihar, 6545585155, 153.56 cm, 75.82 kg
64, Male, Rajasthan, 8153733281, 152.94 cm, 72.29 kg
57, Male, Sikkim, 7683772554, 160.94 cm, 66.15 kg
20, Male, Nagaland, 9454186254, 151.22 cm, 67.37 kg
59, Male, Nagaland, 7434261827, 160.91 cm, 61.14 kg
17, Male, Meghalaya, 9374232876, 155.53 cm, 71.37 kg
4, Female, Manipur, 6743785135, 163.2 cm, 70.41 kg
1, Male, Telangana, 6374632517, 159.47 cm, 73.28 kg
94, Male, Tamil Nadu, 7323138648, 163.62 cm, 72.91 kg
85, Female, West Bengal, 8514232461, 158.03 cm, 74.32 kg
38, Male, Odisha, 9155182628, 157.03 cm, 63.33 kg
14, Female, Tamil Nadu, 7455843228, 156.31 cm, 73.29 kg
88, Female, Madhya Pradesh, 9267661474, 154.48 cm, 66.48 kg
21, Female, Tamil Nadu, 7165566182, 173.25 cm, 71.15 kg
16, Female, Bihar, 9284136664, 156.05 cm, 71.92 kg
18, Male, Kerala, 6738481222, 163.23 cm, 73.18 kg
1, Female, Himachal Pradesh, 7712477238, 138.18 cm, 65.32 kg
65, Female, Assam, 9354661447, 141.12 cm, 75.5 kg
41, Female, Maharashtra, 8577482465, 162.33 cm, 79.13 kg
91, Female, Himachal Pradesh, 6581464675, 154.78 cm, 64.45 kg
34, Female, Tripura, 7724572653, 171.5 cm, 71.14 kg
78, Female, Meghalaya, 8814863528, 152.98 cm, 72.09 kg
37, Male, Manipur, 6785356133, 151.78 cm, 63.83 kg
46, Male, West Bengal, 8316222224, 165.6 cm, 70.65 kg
87, Male, Nagaland, 9553144564, 161.19 cm, 70.54 kg
95, Female, Haryana, 7713632171, 164.26 cm, 84.77 kg
27, Male, Chhattisgarh, 9572255168, 151.93 cm, 68.29 kg
77, Female, Nagaland, 8113158853, 165.12 cm, 72.47 kg
79, Male, Telangana, 8313684356, 158.14 cm, 66.39 kg
77, Male, Tripura, 9856177767, 151.61 cm, 68.33 kg
87, Male, Karnataka, 8384766324, 148.93 cm, 69.85 kg
12, Male, Uttar Pradesh, 6386651514, 148.25 cm, 62.04 kg
30, Female, Sikkim, 8642866623, 147.98 cm, 73.6 kg
35, Female, Goa, 6373518175, 158.23 cm, 67.92 kg
88, Male, Tamil Nadu, 6282177353, 171.13 cm, 73.74 kg
72, Female, Tripura, 9224436884, 161.71 cm, 60.47 kg
56, Female, Jharkhand, 6232481743, 162.15 cm, 68.62 kg
60, Male, Jharkhand, 7731837844, 181.7 cm, 71.93 kg
88, Female, Andhra Pradesh, 6252156486, 154.43 cm, 64.6 kg
48, Female, Odisha, 6738173463, 158.18 cm, 69.48 kg
3, Male, Manipur, 9551522311, 153.39 cm, 68.31 kg
47, Female, Haryana, 7525163188, 150.82 cm, 78.18 kg
4, Male, Tamil Nadu, 8421875474, 169.68 cm, 73.94 kg
98, Female, Madhya Pradesh, 6828721526, 173.44 cm, 65.05 kg
11, Male, Mizoram, 9185113465, 156.21 cm, 61.46 kg
23, Female, Arunachal Pradesh, 7673252267, 160.15 cm, 75.38 kg
51, Female, Arunachal Pradesh, 7616188116, 153.8 cm, 73.86 kg
15, Male, Goa, 8344756568, 160.16 cm, 66.8 kg
57, Female, Chhattisgarh, 7642777714, 170.3 cm, 76.21 kg
94, Female, Andhra Pradesh, 6235115154, 162.1 cm, 71.36 kg
96, Female, Tamil Nadu, 6123461512, 181.25 cm, 72.94 kg
19, Female, Andhra Pradesh, 9244848875, 180.63 cm, 70.0 kg
69, Female, Andhra Pradesh, 9173165764, 158.02 cm, 72.79 kg
3, Female, Maharashtra, 9854855348, 166.19 cm, 71.81 kg
85, Female, Chhattisgarh, 8268736834, 137.3 cm, 73.33 kg
48, Male, Telangana, 7218611762, 169.82 cm, 70.74 kg
50, Female, Arunachal Pradesh, 6623888418, 157.92 cm, 79.7 kg
90, Female, Goa, 8371474763, 157.24 cm, 72.71 kg
32, Female, Manipur, 7473271731, 163.56 cm, 70.76 kg
80, Male, Tamil Nadu, 6346441713, 170.92 cm, 76.52 kg
90, Female, Tamil Nadu, 6155764743, 150.42 cm, 64.6 kg
12, Male, Chhattisgarh, 9223478554, 166.0 cm, 71.51 kg
25, Male, Rajasthan, 7245267761, 147.67 cm, 67.08 kg
17, Female, Rajasthan, 6652847564, 170.46 cm, 75.81 kg
56, Female, Mizoram, 7186722787, 167.74 cm, 66.54 kg
74, Male, Telangana, 7368183533, 141.86 cm, 72.48 kg
91, Male, Tamil Nadu, 7675411183, 156.74 cm, 67.91 kg
48, Male, Goa, 7665145838, 147.67 cm, 71.97 kg
9, Male, West Bengal, 6877468214, 155.06 cm, 61.93 kg
49, Male, Punjab, 9416141672, 162.38 cm, 66.48 kg
62, Female, Uttar Pradesh, 7241251147, 187.38 cm, 77.61 kg
7, Male, Uttarakhand, 6565715351, 133.87 cm, 68.5 kg
24, Male, Himachal Pradesh, 8767211667, 160.17 cm, 62.52 kg
6, Male, West Bengal, 8141876713, 180.24 cm, 62.05 kg
86, Female, Uttarakhand, 8514487878, 157.39 cm, 72.01 kg
5, Male, Punjab, 7381583671, 154.08 cm, 68.91 kg
71, Female, Assam, 6261475262, 182.63 cm, 71.12 kg
53, Male, Karnataka, 9264814262, 152.36 cm, 67.84 kg
24, Male, Meghalaya, 7151176218, 174.51 cm, 68.72 kg
12, Male, Kerala, 8826565555, 155.69 cm, 65.46 kg
4, Female, Kerala, 9545311276, 161.46 cm, 71.55 kg
5, Female, Goa, 7164274446, 171.72 cm, 74.63 kg
34, Female, Telangana, 9283574554, 150.32 cm, 69.05 kg
62, Male, Nagaland, 9781473165, 155.79 cm, 71.49 kg
9, Female, Odisha, 7143811476, 170.97 cm, 65.18 kg
47, Male, Tripura, 7524275162, 153.25 cm, 70.53 kg
53, Female, Haryana, 6587685781, 167.48 cm, 71.65 kg
31, Female, Uttar Pradesh, 9325743287, 167.01 cm, 77.38 kg
31, Male, Manipur, 7475665848, 161.02 cm, 69.33 kg
2, Female, Haryana, 8284663821, 167.3 cm, 67.01 kg
61, Male, Punjab, 8712183577, 142.41 cm, 69.2 kg
63, Female, West Bengal, 9527286775, 157.88 cm, 68.99 kg
77, Female, Madhya Pradesh, 9728316434, 143.24 cm, 69.54 kg
43, Female, Tamil Nadu, 9563766683, 168.79 cm, 73.64 kg
48, Female, Kerala, 7788275435, 165.06 cm, 67.05 kg
25, Female, Jharkhand, 9661251867, 148.46 cm, 78.51 kg
59, Female, Maharashtra, 7287573284, 150.9 cm, 71.31 kg
98, Male, Madhya Pradesh, 8574867338, 161.3 cm, 68.54 kg
13, Female, Uttarakhand, 8275852541, 163.05 cm, 60.98 kg
19, Female, Goa, 6671635626, 186.26 cm, 67.98 kg
33, Male, Manipur, 9451378655, 159.72 cm, 75.97 kg
40, Male, Madhya Pradesh, 9634232886, 168.46 cm, 75.8 kg
96, Female, Arunachal Pradesh, 6262371115, 150.5 cm, 68.73 kg
32, Female, Haryana, 7321346823, 173.45 cm, 72.49 kg
58, Male, Gujarat, 9438112225, 162.14 cm, 69.87 kg
17, Male, Haryana, 8166632118, 151.94 cm, 65.82 kg
68, Female, Nagaland, 7587252427, 168.46 cm, 78.91 kg
60, Male, Chhattisgarh, 8212622562, 174.73 cm, 63.11 kg
89, Female, Nagaland, 8273857688, 164.56 cm, 76.45 kg
26, Male, Himachal Pradesh, 7866611414, 150.2 cm, 67.96 kg
33, Female, Arunachal Pradesh, 8136721828, 147.19 cm, 64.39 kg
28, Male, Arunachal Pradesh, 9251346477, 161.89 cm, 63.48 kg
35, Female, Goa, 9816513774, 145.65 cm, 72.03 kg
25, Female, Mizoram, 6335753367, 155.29 cm, 75.69 kg
16, Female, Maharashtra, 8484364528, 159.31 cm, 67.49 kg
25, Male, Uttarakhand, 9573814735, 155.75 cm, 74.59 kg
6, Female, Tripura, 9368562667, 151.8 cm, 73.49 kg
85, Male, Arunachal Pradesh, 8578288524, 176.06 cm, 74.38 kg
88, Female, Odisha, 9141438862, 161.51 cm, 68.12 kg
25, Female, Kerala, 7685763812, 165.61 cm, 81.19 kg
42, Female, Uttarakhand, 9635285547, 169.06 cm, 72.79 kg
40, Male, Karnataka, 8453642167, 164.83 cm, 58.63 kg
17, Male, Madhya Pradesh, 7125628166, 135.85 cm, 68.46 kg
19, Male, Tripura, 7415778426, 155.98 cm, 65.48 kg
65, Male, Arunachal Pradesh, 8224224733, 163.33 cm, 79.79 kg
53, Male, Chhattisgarh, 7267755754, 158.24 cm, 75.24 kg
35, Male, Himachal Pradesh, 9572272233, 165.24 cm, 75.95 kg
69, Male, Meghalaya, 8381133255, 158.8 cm, 73.68 kg
92, Male, Tripura, 6158443364, 166.27 cm, 73.99 kg
63, Male, Arunachal Pradesh, 8485583338, 177.39 cm, 65.5 kg
47, Male, West Bengal, 7617385344, 156.26 cm, 75.78 kg
31, Female, Mizoram, 7381286113, 177.77 cm, 63.51 kg
1, Male, Andhra Pradesh, 9163823444, 138.94 cm, 62.19 kg
38, Male, Madhya Pradesh, 6756872746, 169.99 cm, 74.07 kg
73, Male, Assam, 7712835747, 149.38 cm, 72.45 kg
74, Male, Jharkhand, 9678453845, 158.31 cm, 61.19 kg
65, Female, Bihar, 9337782682, 152.74 cm, 64.07 kg
16, Female, Himachal Pradesh, 7852463115, 152.98 cm, 69.8 kg
38, Male, Goa, 7657842524, 164.13 cm, 67.8 kg
14, Female, Tripura, 7462513144, 157.72 cm, 74.96 kg
48, Male, Jharkhand, 8475653137, 157.68 cm, 79.53 kg
56, Male, Kerala, 9783334354, 170.25 cm, 64.74 kg
16, Male, Tripura, 9166558347, 163.19 cm, 67.16 kg
88, Male, Mizoram, 7253422858, 149.4 cm, 68.95 kg
95, Male, Andhra Pradesh, 8112322573, 149.1 cm, 61.86 kg
45, Female, Uttarakhand, 9216743144, 151.66 cm, 65.27 kg
90, Male, Haryana, 6381142748, 141.67 cm, 67.25 kg
61, Male, Jharkhand, 6832677266, 140.66 cm, 72.56 kg
87, Female, Meghalaya, 9826285113, 167.03 cm, 65.27 kg
42, Female, Andhra Pradesh, 6882472153, 148.8 cm, 74.07 kg
78, Female, Sikkim, 7617846334, 180.51 cm, 58.04 kg
97, Female, West Bengal, 6672784311, 173.42 cm, 75.07 kg
50, Male, Himachal Pradesh, 7717425177, 162.72 cm, 65.64 kg
31, Female, Bihar, 8765256742, 170.1 cm, 66.54 kg
71, Male, Punjab, 7621284635, 165.3 cm, 69.57 kg
24, Male, Meghalaya, 8827587855, 144.97 cm, 63.7 kg
6, Female, Maharashtra, 8663264158, 165.53 cm, 77.8 kg
75, Male, Nagaland, 7788456428, 156.41 cm, 69.2 kg
52, Female, Meghalaya, 7743635154, 155.39 cm, 74.03 kg
80, Male, Uttarakhand, 7837513777, 177.25 cm, 79.49 kg
11, Male, Himachal Pradesh, 7854848262, 149.57 cm, 81.06 kg
51, Female, Odisha, 8832617248, 148.85 cm, 67.58 kg
71, Male, Meghalaya, 8622681811, 152.34 cm, 72.03 kg
38, Female, Mizoram, 9156368711, 162.67 cm, 78.31 kg
7, Female, Chhattisgarh, 6781332233, 148.57 cm, 67.71 kg
92, Male, Assam, 6312747263, 151.78 cm, 79.27 kg
76, Female, Mizoram, 6738424687, 170.08 cm, 64.63 kg
15, Female, Gujarat, 9645848515, 161.95 cm, 72.43 kg
32, Male, Andhra Pradesh, 6757348386, 148.31 cm, 66.75 kg
94, Male, Assam, 9373485326, 156.58 cm, 70.87 kg
13, Male, Chhattisgarh, 9563826611, 165.32 cm, 72.46 kg
76, Male, Goa, 7142761885, 152.13 cm, 62.59 kg
42, Male, Kerala, 7222742123, 157.14 cm, 69.29 kg
22, Female, Sikkim, 7684245328, 173.81 cm, 69.39 kg
51, Female, Punjab, 7516372776, 174.64 cm, 72.11 kg
90, Male, Sikkim, 9182356375, 165.28 cm, 73.45 kg
5, Male, Maharashtra, 7461363812, 152.46 cm, 64.56 kg
22, Female, West Bengal, 9386172657, 156.2 cm, 69.0 kg
18, Female, Assam, 9463485126, 181.14 cm, 70.25 kg
19, Male, Gujarat, 9151612888, 146.63 cm, 72.18 kg
14, Male, Uttarakhand, 8441125168, 164.19 cm, 67.92 kg
73, Female, Kerala, 6424416184, 160.61 cm, 72.84 kg
91, Male, Rajasthan, 9176552382, 148.85 cm, 73.14 kg
95, Female, Uttarakhand, 8768143824, 152.11 cm, 73.11 kg
89, Male, Tripura, 9265418154, 162.31 cm, 74.09 kg
90, Male, Tamil Nadu, 6142148823, 155.98 cm, 73.16 kg
23, Male, Madhya Pradesh, 8231764557, 160.1 cm, 66.1 kg
48, Female, Chhattisgarh, 6518781617, 155.65 cm, 61.32 kg
54, Male, Maharashtra, 8568483668, 168.62 cm, 67.04 kg
44, Female, Himachal Pradesh, 6457512448, 153.55 cm, 66.46 kg
3, Male, Sikkim, 7166576744, 148.01 cm, 69.5 kg
90, Female, Manipur, 7578176761, 167.4 cm, 68.9 kg
13, Female, Uttar Pradesh, 8657783321, 159.95 cm, 66.21 kg
35, Male, Tamil Nadu, 9886662413, 169.76 cm, 67.63 kg
31, Male, Assam, 8321531761, 152.3 cm, 72.79 kg
89, Male, Maharashtra, 9662747346, 144.4 cm, 71.73 kg
78, Male, Chhattisgarh, 9576222353, 146.97 cm, 71.18 kg
28, Female, Bihar, 6563232762, 171.37 cm, 71.99 kg
44, Female, Andhra Pradesh, 6635572377, 163.76 cm, 73.99 kg
57, Male, Gujarat, 7351518212, 142.2 cm, 72.7 kg
31, Female, Manipur, 6566826143, 171.85 cm, 65.02 kg
20, Male, Madhya Pradesh, 8511565231, 157.36 cm, 70.58 kg
67, Female, Gujarat, 6425456631, 159.33 cm, 76.56 kg
48, Male, Uttar Pradesh, 9116878227, 180.66 cm, 74.34 kg
62, Male, Nagaland, 8733111781, 150.37 cm, 70.35 kg
8, Male, Tamil Nadu, 7546815273, 160.88 cm, 70.95 kg
3, Female, Telangana, 9885718431, 173.36 cm, 68.55 kg
10, Male, Nagaland, 9847666481, 169.96 cm, 64.46 kg
40, Female, Uttar Pradesh, 7823875631, 150.84 cm, 77.5 kg
96, Female, Jharkhand, 9561144127, 165.31 cm, 69.5 kg
48, Male, Punjab, 9821255836, 147.19 cm, 67.35 kg
6, Female, Madhya Pradesh, 9151783273, 177.67 cm, 69.3 kg
85, Male, Manipur, 7616162233, 162.04 cm, 70.19 kg
29, Female, West Bengal, 6481648444, 156.89 cm, 75.33 kg
58, Female, Tripura, 6247387337, 186.08 cm, 77.04 kg
92, Female, Sikkim, 7356256683, 178.38 cm, 63.72 kg
12, Female, Haryana, 8252524561, 180.27 cm, 71.45 kg
61, Male, Mizoram, 8177881384, 171.66 cm, 67.66 kg
2, Female, Maharashtra, 8886145856, 157.7 cm, 60.28 kg
28, Female, Telangana, 8257662146, 152.93 cm, 66.62 kg
27, Male, Goa, 6446252618, 172.56 cm, 68.78 kg
18, Female, Madhya Pradesh, 9185875864, 149.56 cm, 72.11 kg
11, Male, Haryana, 8144464624, 165.93 cm, 70.51 kg
98, Male, Chhattisgarh, 8424544771, 159.45 cm, 63.47 kg
46, Male, Himachal Pradesh, 9348787423, 156.43 cm, 69.51 kg
38, Female, Telangana, 9552412427, 174.68 cm, 77.46 kg
98, Female, Mizoram, 8264714126, 163.91 cm, 73.88 kg
19, Male, Meghalaya, 9843723587, 180.25 cm, 66.58 kg
50, Male, Mizoram, 9572415747, 163.9 cm, 72.17 kg
41, Male, Maharashtra, 9281767544, 154.81 cm, 76.26 kg
25, Female, Jharkhand, 9483333762, 164.65 cm, 70.74 kg
80, Male, Uttar Pradesh, 7852765543, 168.11 cm, 73.43 kg
59, Male, Chhattisgarh, 9371217317, 155.85 cm, 63.5 kg
92, Female, Uttarakhand, 8117636551, 160.01 cm, 76.26 kg
71, Female, Uttar Pradesh, 7775853564, 163.37 cm, 64.93 kg
38, Female, Goa, 7314457872, 163.66 cm, 71.81 kg
15, Male, Punjab, 9545482158, 162.93 cm, 64.67 kg
28, Female, Haryana, 7656384718, 145.44 cm, 73.92 kg
79, Female, Punjab, 8855884643, 158.74 cm, 71.27 kg
75, Female, Uttarakhand, 7335183352, 141.28 cm, 70.1 kg
54, Male, Andhra Pradesh, 8351115342, 159.19 cm, 68.66 kg
84, Male, Sikkim, 6438554365, 159.5 cm, 73.22 kg
95, Male, West Bengal, 8286427233, 178.74 cm, 70.51 kg
12, Male, Haryana, 9235638718, 171.57 cm, 59.05 kg
50, Male, West Bengal, 8851532668, 162.33 cm, 68.54 kg
11, Male, Assam, 6357528886, 151.36 cm, 70.35 kg
91, Female, Odisha, 9448617782, 147.88 cm, 67.23 kg
86, Male, Karnataka, 9261173253, 169.0 cm, 65.55 kg
21, Female, Tripura, 9446827227, 156.74 cm, 72.13 kg
78, Male, Goa, 7785571764, 148.45 cm, 61.81 kg
7, Male, Madhya Pradesh, 7528472355, 158.2 cm, 67.88 kg
50, Female, Nagaland, 8143234742, 159.38 cm, 78.78 kg
59, Female, Bihar, 7838441152, 150.84 cm, 68.88 kg
48, Male, Arunachal Pradesh, 8743616545, 154.06 cm, 74.83 kg
87, Male, Gujarat, 7668871536, 167.52 cm, 68.15 kg
2, Male, Meghalaya, 6258757352, 173.63 cm, 63.56 kg
96, Female, Maharashtra, 9663274336, 155.19 cm, 73.3 kg
88, Male, Chhattisgarh, 7276885882, 155.93 cm, 73.65 kg
61, Male, Tripura, 7375363683, 168.29 cm, 65.29 kg
15, Female, Chhattisgarh, 8783387757, 164.75 cm, 80.34 kg
61, Male, Jharkhand, 7813646726, 163.89 cm, 63.36 kg
78, Female, Tripura, 7425265581, 173.65 cm, 70.19 kg
89, Female, Gujarat, 6355325741, 157.74 cm, 69.37 kg
89, Male, Assam, 8155432445, 161.58 cm, 71.54 kg
81, Male, Karnataka, 6158112888, 164.23 cm, 70.28 kg
79, Female, Assam, 9344781823, 167.04 cm, 65.1 kg
26, Female, Rajasthan, 6634324315, 157.35 cm, 72.54 kg
33, Male, Madhya Pradesh, 9216812734, 169.94 cm, 74.15 kg
91, Female, Arunachal Pradesh, 7152543416, 158.34 cm, 77.76 kg
97, Female, Odisha, 8545445111, 149.1 cm, 76.84 kg
12, Female, Chhattisgarh, 7658561663, 161.08 cm, 69.55 kg
89, Female, Goa, 7767418623, 168.19 cm, 69.16 kg
95, Female, Arunachal Pradesh, 6464212264, 164.54 cm, 78.39 kg
84, Male, Uttar Pradesh, 7658826365, 161.95 cm, 66.93 kg
77, Female, Bihar, 8131787734, 151.04 cm, 62.35 kg
37, Male, Uttarakhand, 7376485277, 158.88 cm, 59.0 kg
88, Female, Manipur, 9424136168, 166.82 cm, 76.76 kg
47, Male, Meghalaya, 9133836243, 157.03 cm, 69.15 kg
35, Male, Bihar, 6151212865, 159.34 cm, 65.11 kg
7, Male, Uttarakhand, 8272483315, 174.91 cm, 77.42 kg
83, Male, Uttar Pradesh, 8234832465, 167.79 cm, 65.25 kg
22, Male, Andhra Pradesh, 7328775616, 152.56 cm, 73.98 kg
85, Male, Uttarakhand, 9268813181, 162.79 cm, 68.92 kg
43, Male, Punjab, 7275854125, 148.56 cm, 63.32 kg
1, Male, Chhattisgarh, 6186431571, 152.1 cm, 67.96 kg
60, Male, Andhra Pradesh, 7356748622, 143.27 cm, 69.78 kg
47, Male, Nagaland, 7215726458, 152.28 cm, 71.59 kg
72, Male, Madhya Pradesh, 7563254374, 161.3 cm, 70.78 kg
14, Male, Karnataka, 7764821665, 192.34 cm, 70.03 kg
48, Female, Madhya Pradesh, 6782134715, 166.64 cm, 77.46 kg
17, Female, Arunachal Pradesh, 7451225218, 159.1 cm, 68.48 kg
18, Female, Rajasthan, 9146722747, 151.56 cm, 71.39 kg
95, Male, West Bengal, 7872265675, 163.43 cm, 73.03 kg
69, Female, Punjab, 6652232267, 167.23 cm, 81.37 kg
38, Female, Bihar, 9464388481, 136.61 cm, 73.27 kg
66, Female, Madhya Pradesh, 9554473817, 166.42 cm, 69.57 kg
61, Female, Tamil Nadu, 6565486365, 164.91 cm, 69.28 kg
37, Male, Karnataka, 7275732722, 165.69 cm, 73.0 kg
17, Female, Gujarat, 7648325773, 146.92 cm, 73.75 kg
92, Male, Arunachal Pradesh, 7742458457, 160.92 cm, 69.83 kg
20, Male, Chhattisgarh, 9248314782, 161.29 cm, 77.68 kg
10, Female, Nagaland, 7762422258, 155.4 cm, 69.79 kg
82, Female, Sikkim, 7512724325, 154.79 cm, 60.98 kg
67, Male, Bihar, 8746772136, 150.78 cm, 75.95 kg
81, Female, Sikkim, 7356546442, 149.48 cm, 73.82 kg
19, Female, Uttar Pradesh, 9411384538, 147.6 cm, 75.68 kg
